ID_Review,Platform,Wilayah,Nama_Hotel,Review_Date,Text_Review,label_Kamar,label_Kebersihan,label_Pelayanan,label_Harga,label_Lokasi,label_Fasilitas,label_Makanan,error
1085,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/20/2018,"Selain tempatnya di wilayah entertainment dan di samping mal. interiornya menarik. sarapannya bagus, enak dan banyak varian untuk hotel bintang 3. stafnya ramah dan cepat tanggap.",None,None,Positif,None,Positif,Positif,Positif,
1086,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/20/2018,"Lokasi bersambung dengan paskal 23 mal, sangat strategis.",None,None,None,None,Positif,None,None,
1087,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/13/2018,"Suasana hotel sangat cocok untuk milenial, sayang WiFi lemot.",None,None,None,None,None,Negatif,None,
1088,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/13/2018,Hotel yello yang letak stategis dan pelayanan memuaskan cocok banget buat keluarga yang mempunyai anak. Selain akses ke mal mudah karena hotel di dalam mal dan fasilitas untuk bermain anak juga memadai dan kolam renang yang aman buat anak kecil karena ter. Suasana yang bersih dan berkesan yang membuat saya akan balik lagi menginap di hotel yello.,None,Positif,None,None,Positif,Positif,None,
1089,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/13/2018,"hotel yang indah dan staf yang luar biasa semua sangat ramah dan melayani kebutuhan saya sesuai permintaan saya, terima kasih kepada mr Aji (manajer hotel) untuk memenuhi kebutuhan saya dengan cepat dan cepat, pasti akan tinggal di sini setiap kali saya mengunjungi bandung... suka pemandangan kamar 831 😍😍😍",Positif,None,Positif,None,None,None,None,
1090,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/13/2018,"bagus hotel, posisi dekat sekali dengan pusat bisnis dan pusat kegiatan. bagi saya sebagai profesional, Sangat nyaman menginap di hotel Yello ini dan sangat happy, selain lokasi yang dekat dengan pusat bisnis dan dekat dengan pusat transportasi, Pelayanan hotel juga sangat memuaskan, makanan yang enak, suasana yang tenang dan hangat membuat seperti berada dirumah sendiri. Fasilitas hotel juga membuat kita betah berada di hotel dan tidak membosankan. semoga bisa terus mempertahan pelayanannya. Sukses terus untuk hotel Yello and see you again.",None,None,Positif,None,Positif,Positif,Positif,
1091,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/6/2018,Semuanya memuaskan dan menyenangkan.,None,None,None,None,None,None,None,
1092,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/6/2018,"Pihak hotel sangat ramah, ada fasilitas Xbox kali dan kolam renang yang menyenangkan. lokasi sangat strategis, dekat dengan paskal 23.",None,None,Positif,None,Positif,Positif,None,
1093,Traveloka,Bandung,YELLO Hotel Paskal Bandung,10/6/2018,"Saya betah dan next mau menginap lagi. Anak-anak juga suka karena turun hotel langsung mal dan makanan melimpah banyak kulineran. Pulang dari hotel badan tambah ndut makan tros, mata jelalatan karena buanyak makanan khas Bandung melimpah. Maju tross yello hotel.",None,None,None,None,Positif,None,Positif,
1094,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/29/2018,"Yello hotel ini keren banget! Lokasi jadi satu sama mal paskal 23 yang hits di bandung, semua ada di mal ini, makan, nonton, belanja, ngopi, seru pokoknya. Proses check-in mudah cepat ramah. Pokoknya semua oke di hotel ini, semua pojok hotel cakep buat spot foto, terima kasih yello hotel.",None,None,Positif,None,Positif,None,None,
1095,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/22/2018,"Hotelnya bersih, sarapan enak, staf ramah, ada kolam renangnya juga. Yang kurang hanya kamar agak sempit dan tidak ada kulkas.",Negatif,Positif,Positif,None,None,Positif,None,
1096,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/15/2018,"Kamar bersih, WiFi kuat, pemandangan mountain bagus, toilet bersih, nyaman walaupun TV kabelnya sedikit pilihan dan agak lemot, makanan lumayan variasi walau kadang yang sudah habis agak lama di isi ulang tapi semuanya oke.",Positif,Positif,None,None,None,Positif,Netral,
1097,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/8/2018,Menginap untuk ke 2 kali ya kalau ke Bandung karena sangat strategis dari segi lokasi.,None,None,None,None,Positif,None,None,
1098,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/8/2018,"Lokasi nyaman, kamar nyaman, staf ramah. Perlu ditambah kulkas di kamar dan tissue di meja. Makanan untuk layanan kamar sebaiknya disajikan di piring dan gelas layaknya standar hotel, jangan di box kertas karton dengan sendok garpu plastik seperti makanan jung makanan take away.",Netral,None,Positif,None,Positif,None,Negatif,
1099,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/8/2018,"Letak hotel di dalam kawasan paskal hyper square, satu building dengan mal 23 paskal, leyaknya sangat strategis, mau cari makan gampang banget. Bisa di dalam mal, bisa di makanan market belakang mal atau seputaran kawasan jalan. pasirkaliki. uniknya untuk sampai ke lobby, Harus pake lift khusus dari samping cai lobby mal 23 paskal dan naik ke lantai. 4. proses proses check-in cepat, Petugas resepsionis yang bernama adi melayani dengan sangat baik dan membantu proses check-in. Di lantai 4 ini selain resepsionis, ada dining kamar sekaligus tempat sarapan, area bermain anak, kolam renang. karena saya memesan kamar merokok, Saya mendapatkan kamar di lantai paling atas. Agak kaget sih karena ternyata pintu kamar tidak dilengkapi dengan bel, jadi kalau ada yang datang harus ketok pintu dan sayangnya susah kedengaran. Mungkin pihak management yello hotel dapat memperhatikan hal ini. Suasana kamar cukup nyaman, lengkap dengan fasilitas standard ruangan hotel. Kalau butuh pengering rambut, sajadah/mukena bisa pinjam dengan menghubungi resepsionis. pemandangannya lumayan lah, saya dapat pemandangan bandung selatan. AC dingin, Pemanas pancuran oke, cepat panasnya dan stabil, hanya saja kloset tidak dilengkapi dengan pancuran jet jadi kalau habis buang air besar agak susah untuk bersih-sih walaupun ada alat kecil seperti selang air sebaha. sarapannya lumayan lah, ada berbagai pilihan dan rasanya juga enak. Selama 3 hari 2 malam saya nyaman menginap di yello hotel. Bisa jadi rekomendasi buat yang mau liburan ke Bandung.",Positif,Netral,Positif,None,Positif,Positif,Netral,
1100,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/1/2018,itu bagus untuk keluarga. hotel ini di atas mal. suasana sangat bersih dan staf sangat ramah.,None,Positif,Positif,None,Positif,None,None,
1101,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/1/2018,"Walaupun terletak satu gedung dengan 23 Paskal mal, akses lift ke hotel dipisahkan dengan lift menuju mal yang membuat pengunjung merasa nyaman. Kuning bukan warna favorit saya, tetapi benar-benar menjadi warna interior Yello yang penuh warna kuning: D",None,None,None,None,Positif,None,None,
1102,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/1/2018,"Lokasi sangat bagus, dekat dengan stasiun Bandung dan tepat di samping Paskal 23 mal (Cai Lobby). Anda tidak perlu khawatir untuk menemukan tempat makan atau toko kelontong jika Anda membutuhkan sesuatu. Suasana yang hebat dan nyaman. Kamarnya juga cerah dengan ukuran yang layak, bersih, tapi jangan berharap ada pemandangan yang bagus. Mereka tidak memiliki pengering rambut di kamar mandi, tetapi masih oke. Layanan juga baik, staf sangat membantu, hangat, sopan, dan tulus. Saya menikmatinya dan pasti akan kembali.",Positif,Positif,Positif,None,Positif,Netral,None,
1103,Traveloka,Bandung,YELLO Hotel Paskal Bandung,9/1/2018,"secara keseluruhan, oke, anak-anak suka menginap di disini. Satu lokasi dengan mal paskal 23, dengan foodmarket paskal juga tinggal jalan👌 menu sarapannya banyak pilihan, tapi kurang berasa....",None,None,None,None,Positif,None,Netral,
1104,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/25/2018,"Kamar minimalis yang menyenangkan, bersih, kamar mandinya juga oke. Sarapannya lumayan enak. Pengen kesini lagi lah menginapnya kalau ke Bandung lagi.",Positif,Positif,None,None,None,None,Positif,
1105,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/25/2018,"Hotelnya sangat direkomendasikan, suka pake banget. Tempatnya di mal 23 paskal dekat stasiun, hotel yang penuh inovasi, sangat direkomendasikan pokoknya.",Positif,None,None,None,Positif,None,None,
1106,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/25/2018,"Dekor hotel minimalis masa kini, bersih dan pas di atas mal.",Positif,None,None,None,Positif,None,None,
1107,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/25/2018,"Semuanya berjalan baik, staf hotel bagus, suasana hotel bagus, interior hotel ikonik",Positif,None,Positif,None,None,None,None,
1108,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/18/2018,"Hotelnya bersih dan ramah, para stafnya sangat direkomendasikan, tapi untuk menu sarapannya mohon di perhatikan. Agak sedikit plan.",None,Positif,Positif,None,None,None,Negatif,
1109,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/18/2018,"My family's sangat happy this weekend! terima kasih Yello Bandung, keren banget persis disamping Sephora, mamih-mamih juga pada happy.",None,None,None,None,Positif,None,None,
1110,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/11/2018,Lokasi strategis di dalam mal. Kolam renang dingin tapi anak happy saja. Makanan standar. Pelayanan oke dan ramah stafnya.,None,None,Positif,None,Positif,Netral,Netral,
1111,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/4/2018,Sejauh ini bagus untuk 3 * hotel itu karena mereka masih baru tapi tolong jaga kebersihannya karena saya tahu sebagian besar setelah 1 tahun hotel tidak begitu bersih lagi. Saya berharap ketika saya kembali itu akan sama. Makanan enak dan stafnya juga 👌🏼,None,Negatif,Positif,None,None,None,Positif,
1112,Traveloka,Bandung,YELLO Hotel Paskal Bandung,8/4/2018,"Hotel dengan konsep yang baik, kamar bagus, nyaman, sarapan juga enak, pelayanan ramah. Mungkin lebih baik lagi kalau di sediakan parkir khusus untuk parkir tamu hotel, karena lumayan sulit untuk cari parkir yang kosong di parkiran mal.",Positif,None,Positif,None,None,Netral,Positif,
1113,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/28/2018,"bagus, bersih, ramah, tematnya keren banget",None,Positif,Positif,None,None,None,None,
1114,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/28/2018,Hotelnya bagus lokasi strategis dekat mal.,None,None,None,None,Positif,None,None,
1115,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/21/2018,"Lokasi bagus, dekorasinya unik banget. suka it. direkomendasikan deh bawah hotelnya langsung mal",None,None,None,None,Positif,None,None,
1116,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/21/2018,"Tempatnya enak nyaman banget, dekat dengan mal tempat-tempat kuliner cocok yang buat suka kuliner.",None,None,None,None,Positif,None,None,
1117,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/21/2018,"Hotelnya bagus, fasilitas sesuai kebutuhan, makanan enak, pelayanan oke dan karyawan ramah, senang menginap di hotel Yello Bandung. Mau ke mal dan cari makanan tinggal ke bawah saja, pokoknya hotel Yello Bandung is terbaik. Next kita menginap lagi kalau ke Bandung.",None,None,Positif,None,Positif,Positif,Positif,
1118,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/21/2018,"Hotelnya bersih, interior bagus. Letaknya strategis di bawahnya ada mal dan dekat tempat makan. Kalau ke Bandung saya akan menginap lagi di Yello Hotel.",None,Positif,None,None,Positif,None,None,
1119,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/14/2018,"Sampai saya perpanjang inapnya, padahal rencana mau inap di beda tempat. karena nyaman anak saya betah apalagi ada game zonenya dekat mal, dekat kemana-mana.",None,None,None,None,Positif,None,None,
1120,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/14/2018,"Bersih, nyaman, sangat strategis dengan tempat wisata kuliner, anak-anak happy ada kolam renang.",None,Positif,None,None,Positif,Positif,None,
1121,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/14/2018,"Keren, mulai dari konsep posisi, layanan serta fasilitasnya direkomendasikan bangeet untuk tempat menginap di Bandung.",None,None,Positif,None,Positif,Positif,None,
1122,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/14/2018,"Hotel menyatu dengan mal 23 Paskal, parkir juga menyatu dengan pengunjung mal, sebaiknya disediakan parkir khusus tamu hotel di basement dekat dengan pintu hotel agar tidak terlalu jauh jalan kaki apalagi kalau membawa barang banyak jadi repot, karena susah juga untuk menurunkan barang di lobby transit lantai 1, nyatanya sudah banyak mobil parkir di depan lobby hotel di tambah lagi antrian valet parkir. Kalau bawa barang lebih baik langsung masuk ke basement dan langsung ambil arah parkir sebelah kanan dekat pintu hotel, apabila ditutup, sedikit berputar dulu, tapi tetap arahkan ke dekat pintu hotel, karena petugas parkir tidak bisa kasih informasi dimana parkir yang strategis untuk tamu hotel.",None,None,None,None,Positif,Negatif,None,
1123,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/14/2018,"Posisi hotel dekat dengan stasiun KA, paskal makanan market dan mal. Untuk cari makan tidak sulit, Karena posisinya dekat dengan mal dan paskal makanan market, hotelnya masih baru, pelayanan dari staf hotel cukup baik, Hanya sayang tidak ada lemari es di dalam kamar.",None,None,Positif,None,Positif,Negatif,None,
1124,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/7/2018,"Saya menginap 4 malam petugas hotel masih muda semua. ramah. cekatan. petugas keamanannya juga baik-baik. kamar cukup luas. Mau ke mal juga tinggal turun ke bawah. seperti jalan ke hotel juga banyak tempat jual makanan dan restoran. wahana games online buat anak-anak juga lengkap. Sayangnya WiFi di kamar kalau sudah jam 11 malam ke atas lemot, menu sarapannya juga kurang variatif, perlu divariasi lagi. secara keseluruhan memuaskan menginap di hotel Yello ini. Next pasti akan menginap disini lagi.",Positif,None,Positif,None,Positif,Negatif,Negatif,
1125,Traveloka,Bandung,YELLO Hotel Paskal Bandung,7/7/2018,"Senang sekali bisa menginap di Yello, kamar oke, pemandangan oke banget, respon oke dan sarapan menyenangkan. kalau ke bandung lagi pasti menginap disini.",Positif,None,Positif,None,None,None,Positif,
1126,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Kamar bersih, luas dan pelayanan yang cepat dan ramah. bakal kembali kesini.",Positif,None,Positif,None,None,None,None,
1127,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,Tempat nyaman untuk liburan keluarga,None,None,None,None,None,None,None,
1128,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Cukup memuaskan, untuk yang bawa anak-anak bakal puas dan anak-anak pun senang, bisa jalan-jalan ke mal di bawa hotel",None,None,None,None,Positif,None,None,
1129,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Baguss, nyaman, keren dan unik. Masukan aja mohon di sediakan tissue di kamar/di meja makan, karena saya tidak lihat tissue wajah di kanar/meja makan.",None,None,None,None,None,None,None,
1130,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Tempatnya seru bangunannya masih baru, pelayanannya ramah.",None,None,Positif,None,None,None,None,
1131,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Pesan ketika weekend, jadilah susah mencari parkir karena menyatu dengan parkir hotel tapi cukup dibantu Oleh petugas parkir mal tersebut. check-in lumayan lama, Pelayanan dari kamar 3 kamar tempat tidur double, Namun yang siap hanya tempat tidur twin. karena cukup lelah menunggu saya iyakan saja. Sampai kamar hotelnya, Saya coba dorong-dorong kasurnya alhamdulillah bisa disatuin dan jadinya cukup lega. desain kamar minimalis dan menarik, Saya suka sekali ada sofa panjang di pojok dekat jendela. Sarapan kurang variatif namun cukup, rasa juga standar. Lagipula kalau lapar-lapar bisa jajan turun ke mal banyak pilihan. Yang paling saya suka air kolam renangnya segar banget. Anak-anak suka dan tidak terlalu dalam juga jadi aman untuk anak-anak. Secara keseluruhan kami sekeluarga tidak menyesal menginap di sini. Terima kasih.",Positif,None,Netral,None,Positif,Negatif,Netral,
1132,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Belum maksimal karena perlu perbaikan lebih lagi. Ada plus ada minus. Plusnya ini hotel baru, desain bagus anak muda banget, lokasi strategis di paskal 23, karyawan muda-muda. Minusnya sesuai pengalaman saya, saya menginap bersama istri diberi tempat tidur twin kepenginnya sih 1 tempat tidur juga (seharusnya kami permintaan dari awal) tapi kami tidak nyangka dikasih twin, karyawan cuek sama kami yang datang pakai tas gunung dan plastik-plastik belanjaan sementara tamu yang bawa koper lebih dilayani, agak kecewa. Lift dari lobby ke atas berbeda dengan lift yang ke bawah tapi tidak diberitahu ke kami alhasil kami cari-cari sendiri sambil bawa-bawa barang, wifi sangat lemot dan tidak stabil sudah komplain tapi tetap tidak ada solusi. Keseluruhan sih agak kecewa dengan hotel ini, bintang banyak tapi kok kaya tidak bagus pelayanannya. Hal yang menghibur kami adalah pas pulang, setelah kami beli koper, ada karyawan yang membantu membawa barang kami, bisa titip barang dan satpam sangat ramah bahkan mau bantu fotokan. Sepertinya pegawainya kurang bahkan tidak ada yang bantu kami karena petugas yang jadi resepsionis juga bertugas di dapur, ikut bersih-sih kamar tamu, bahkan kadang membantu di bawah. Mohon manajemen hotel memperhatikan hal tersebut, terima kasih.",Negatif,None,Negatif,None,Positif,Negatif,None,
1133,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/30/2018,"Tempat yang direkomendasikan, pelayanan yang baik dan terbaik place.",None,None,Positif,None,None,None,None,
1134,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Keren dan pengen balik lagi, hotelnya strategis di bawah mal dan dekat tempat kuliner 👍🏻",None,None,None,None,Positif,None,None,
1135,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Saat datang check-in harus menunggu kamarnya siap padahal saya dtgnya telat tapi resepsionisnya ramah and langsung mengantarkan minuman sambutan di tempat kami menunggu. Kamar: sesuai permintaan, bersih and luas ada sofanya walaupun tidak empuk. Kamar mandi: bersih, sabun habis langsung cekatan di isi baru, Kurang hanya 1 tidak ada pancuran cap. Sarapan: enak. Banyak pilihan. Saya menit omelet langsung dibuatkan and diantar ke meja makan. Pelayan ramah-ramah and mau diajak ngobrol/ditanya-tanya. Tempat berdampingan dengan mal 23 paskal, Kuliner and oleh-oleh and stasiun KA cocok untuk yang mau check-out pagi.",Positif,Positif,Positif,None,Positif,Positif,Positif,
1136,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,Kesan pertama menginap disini sangat mengesankan. Bersih pelayanan ramah dan memuaskan.,None,Positif,Positif,None,None,None,None,
1137,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Mantap banget, lokasi strategis dekat mal pusat kuliner, fasilitas okeh, bersih rapi, stafnya ramah baik semua pelayanan bagus, rarah ditemuin di tempat lain nih staf-stafnya kompak semua tidak ada yang cemberut semuanya senyum mantaplah. cuma WiFi kamar and AC kamar saja yang kurang kencang, Yang lainnya oke.",Negatif,Positif,Positif,None,Positif,Positif,None,
1138,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Sangat direkomendasikan tinggi dan harga sepadan! Hotel ini baru, maka kebersihannya masih sangat bagus. Akan kembali ke YELLO jika mengunjungi Bandung lagi.",None,Positif,None,Positif,None,None,None,
1139,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Saya menginap di Yello hotel bersama keluarga, sangat direkomendasikan untuk exterior, lobby, interior, sarapan menunya variant rasanya juga oke. Pokoknya terletak di rooftop pemandangannya oke dan lokasi yang strategis pas diatasi mal paskal-paskal direkomendasikan untuk keluarga, saya akan menginap lagi next time.",None,None,None,None,Positif,Positif,Positif,
1140,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"The pelayanan are sangat bagus... proses check-in cepat, bahkan seharusnya check-in jam 2, tapi karena sudah datang jam 12 siang, awalnya hanya mau titip tas dulu, hotel sudah dibolehin check-in, sarapannya juga oke, walaupun kurang banyak varian, swimming poolnya keren, lokasi strategis banget, turun ke bawah sudah langsung mal, dekat Paskal makanan market juga. Keep a pelayanan bagus Yello.",None,None,Positif,None,Positif,Positif,Positif,
1141,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Nyaman banget di bawahnya langsung mal, ada gamai stationnya, pelayan ramah, cuma sarapan kurang bervariasi, tapi semuanya oke kok. Tapi hotel ini bakalan jadi favorite saya kalau lagi ke Bandung.",None,None,Positif,None,Positif,None,Netral,
1142,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Saya pemesanan 3 kamar standard untuk libur sekeluarga besar saat lebaran hari pertama. Sehari sebelumnya kami berlibur di Lembang kemudian turun ke Bandung. Saat check-in sekitar jam 13.00 baru 1 kamar tempat tidur double yang ready, Dua kamar lainnya masih dibersihkan, kami disuruh menunggu. Kami putuskan makan siang di makanan court dekat hotel sambil menunggu kamar dibersihkan. Sekitar jam 15.30 kami kembali, 1 kamar tempat tidur twin masih dibersihkan dan kami masih harus menunggu sekitar 30 menit lagi baru bisa check-in semuanya. Kesal juga kelamaan nunggu sekitar 3 jam. Kasihan beberapa keponakan saya yang masih kecil sangat kecapekan menunggu kamarnya ready. Berkali-kali dikomplain, berkali-kali juga petugas hotel minta maaf dengan sikap yang ramah dan sopan. Senyum dan keramahan resepsionis lumayan meredam kekecewaan kami atas ketidaknyamanan di awal kedatangan kami. Suasana di kamar lumayan bagus, bersih, AC dinginnya pas, pemanas air tersedia jadi kami bisa bikin segelas teh panas manis untuk meredakan keletihan menunggu check-in kelamaan. Hotel baru, Masih agak tercium bau cat dan karpet, kakak saya yang punya asma agak sensitif hidungnya Bed, bantal dan sprei serta handuk putih bersih. Tapi tidak ada tempat sampah dan facial tissue di beedroom, masa mau buang sampah harus ke kamar mandi dan ngelap wajah pake tissue toilet? Kamar mandi bersih dan wangi, walaupun sempit. Ruangan tidak kedap suara, Sejak malam sampai siang kamar sebelah bayinya sering nangis menjerit-jerit kedengaran sampai kamar kami di 812. Sejak awal, Saya pesan hotel ini karena ada kolam renangnya, Renang tidak sampai 1 jam kepala jadi pusing dan sempat keliyengan. Malamnya niat mau Nobar Piala Dunia, Ternyata layar Travelokanya di restoran dan harus bayar 50 ribu/orang. 9 orang pengen nobar, males saja kena biaya tambahan lagi. Mau nonton di kamar, Channel TV lokal yang menyiarkan Piala Dunia diblokir. Kecewa lagi deh. Untungnya keponakan saya yang 5 orang lumayan terhibur dengan adanya ruang Game On di lantai 4. Letak hotel lumayan strategis, Bisa jalan-jalan di mal Paskal-paskali3 yang terletak di lantai 1 gedung, dan ke pusat perbelanjaan seperti Dago dan Cihampelas juga tidak terlalu jauh. Petugas parkir dan petugas di pintu masuk lumayan ramah. sarapan lumayan enak walaupun masih kurang lengkap dibanding hotel lain yang se-group dengan hotel ini. Saat sarapan, Kelebihan orang kena biaya 80 ribu/orang dewasa dan 40 ribu/anak di atas 6 tahun. Lumayanlah saat peak season. Beberapa ruangan dengan spot lumayan oke dan unik untuk foto-foto, Asyik untuk liburan keluarga. Secara keseluruhan, kualitas sebanding harga. lumayan baik. direkomendasikan.",Positif,Positif,Positif,Negatif,Positif,Negatif,Netral,
1143,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/23/2018,"Untuk keseluruhan hotel bagus, kekinian dan keren banget karena gedung sebelahan dengan mal 23 paskal jadi gampang mau cari makanan apa saja dan bisa sekalian ngemall. Tapi pihal hotel tidak kasih tahu kalau ada voucher gratis untuk parkirnya, karena parkirnya gabung dengan mal paskal, 1 nanti kalau mau menginap jangan lupa minta voucher parkir ya. biar pas kita keluar lokasi sudah gratis, kalau tidak bisa bisa kena biaya parkir hampir 100 ribu. Tapi intinya hotelnya bagus.",None,None,None,Negatif,Positif,None,None,
1144,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Hotel terjangkau lainnya di Bandung.
Pro:
❤️ Harga kamar mulai dari IDR.384K
❤️ Hotel nyaman di atas Paskal 23
❤️ dekat Pasar Makanan Paskal
❤️ 5 menit dari Stasiun Kereta Bandung
❤️ Kamar luas dan bersih dengan pembuat teh
❤️ Kamar terhubung tersedia di req
❤️ Tempat tidur yang nyaman dan halus
❤️ tempat Instagramable
❤️ Mural yang mengagumkan
❤️ Host yang ramah.
Cons:
kolam renang Kolam renangnya kecil + standar dan desainnya begitu bagus tapi pemandangannya bagus
💔 Sarapan cukup standar.
Kami menikmati setiap detik dan merekomendasikan hotel ini. Suka!",Positif,None,None,Positif,Positif,Negatif,Netral,
1145,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Kamar bersih, rapi dan cukup nyaman.",Positif,None,None,None,None,None,None,
1146,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Bersih, nyaman, desainnya bagus, ada game centrenya.",Positif,None,None,None,None,Positif,None,
1147,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Hotel tergolong baru 1 bulan jadi masih serba baru, desain unik, AC dingin sekali, kamar bersih dan hotel connecting dengan paskal hypersquar. Ada fasilitas game on buat anak-anak, semuanya TOP deh ada kolam renang di rooftop bisa melihat keindahan kota Bandung",Positif,None,None,None,Positif,Positif,None,
1148,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Pertama kali menginap di Yello paskal, secara keseluruhan baik, tapi ada beberapa kekurangan: parkir yang masih belum jelas, menyatu dengan mal. akses masuk hotel yang masih banyak yang belum tahu. karyawan tidak bagus. Untuk kamar. Bersih, rapi, nyaman. AC dingin, toilet bersih, kasur sangat nyaman. Pelayanan receptionis sangat membantu. direkomendasikan buat orang yang mau menginap sambil belanja. Tinggal turun kebawah sudah masuk mal 23 paskal.",Positif,Positif,Positif,None,Positif,None,None,
1149,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Pelayanan yang sangat baik, tanggap dan ramah. Tempat yang strategis dekat dengan stasiun juga, fasilitasnya lengkap. Liburan dan menginap di Yello benar-benar bikin liburannya kenyang juga tidak perlu takut kena macet kota bandung, karena semuanya sudah tersedia dalam 1 lokasi. suka it, pasti akan jadi tempat favourit kami tiap berlibur di Bandung.",None,None,Positif,None,Positif,Positif,None,
1150,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,AC-nya dingin banget. Air panas baik. Pelayanan CS pertama disuruh nunggu lagi cari kamar katanya tidak tahu maksudnya apa setelah nunggu tidak sabar saya datangkan cs kedua. Langsung dilayani dengan cepat. Terima kasih untuk customer pelayanan check-in orang kedua. Secara secara keseluruhan bagus. direkomendasikan.,Positif,None,Positif,None,None,None,None,
1151,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/16/2018,"Kamarnya sederhana... Bersih, pelayanannya ramah and prima, makananya enak and rekomendasi untuk berlibur karena bisa langsung belanja di Paskal 23.",Netral,Positif,Positif,None,Positif,None,Positif,
1152,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/9/2018,"Kolam renangnya luar biasa meski kedalamannya hanya 120 cm, tetapi ditempatkan di atap. Airnya tidak benar-benar mengandung klorin sehingga sangat nyaman. Kamar tidurnya juga bagus, bersih, dan mereka juga punya sofa. Satu hal yang mengganggu tidur saya adalah bantal yang terlalu tebal. Tapi itu masalah pribadi. Saya akan sangat merekomendasikan tempat ini karena di bawah hotel terdapat pusat perbelanjaan dengan banyak restoran, toko pakaian seperti H&#39;nM, Uniqlo, Zara, Pull n Bear, dan mereka bahkan memiliki Sephora juga. Sangat nyaman. Lima bintang 😊",Netral,Negatif,None,None,Positif,Positif,None,
1153,Traveloka,Bandung,YELLO Hotel Paskal Bandung,6/9/2018,"Hotelnya bersih, pelayanan mulai dari resepsionis sampai layanan kamar sangat memuaskan, hanya perlu tambahan karpet di lantai kamar. Next ke Bandung Insya Allah menginap di sini lagi 👍",Netral,Positif,Positif,None,None,None,None,
