ID_Review,Review_Date,Gambar_Ke,Image_FileName,Kamar,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan
2334,10/28/2023,1,R2334_G1_718884c3.jpg,None,Positif,None,None,Positif,Positif,None
2335,10/28/2023,1,R2335_G1_3b3736b0.jpg,Positif,Positif,None,None,None,None,Positif
2336,9/30/2023,1,R2336_G1_eb228225.jpg,None,Positif,None,None,Positif,Positif,None
2337,9/30/2023,1,R2337_G1_921c1f98.jpg,None,Positif,None,None,Positif,Positif,None
2338,9/23/2023,1,R2338_G1_ce97b5b7.jpg,None,Positif,None,None,Positif,Positif,None
2339,9/16/2023,1,R2339_G1_a6ea2f91.jpg,None,Netral,None,None,Positif,None,None
2340,9/9/2023,1,R2340_G1_99cb34e9.jpg,None,Positif,None,None,Positif,Positif,None
2340,9/9/2023,2,R2340_G2_6c96f2a1.jpg,Netral,Positif,None,None,Positif,Positif,None
2340,9/9/2023,3,R2340_G3_b767f60b.jpg,None,Positif,None,None,Positif,Positif,None
2341,8/19/2023,1,R2341_G1_eb5b3f43.jpg,None,Positif,None,None,Positif,Positif,None
2342,8/12/2023,1,R2342_G1_88f841d8.jpg,None,Positif,None,None,Positif,Positif,None
2342,8/12/2023,2,R2342_G2_23d15908.jpg,None,Positif,None,None,Positif,Positif,None
2342,8/12/2023,3,R2342_G3_b29d0019.jpg,None,Positif,None,None,Positif,Positif,None
2342,8/12/2023,4,R2342_G4_bda8975c.jpg,None,Positif,None,None,Positif,Positif,None
2343,7/22/2023,1,R2343_G1_05f9e77c.jpg,None,None,None,None,Positif,None,None
2344,7/8/2023,1,R2344_G1_de1ddd12.jpg,None,Netral,None,None,None,Positif,None
2344,7/8/2023,2,R2344_G2_8c39d7f1.jpg,None,Positif,None,None,Positif,None,Positif
2344,7/8/2023,3,R2344_G3_ee51da20.jpg,None,Positif,None,None,Positif,Positif,None
2345,6/10/2023,1,R2345_G1_fb64793c.jpg,Netral,Netral,None,None,None,None,None
2346,6/3/2023,1,R2346_G1_8a611886.jpg,Positif,Positif,None,None,None,None,None
2346,6/3/2023,2,R2346_G2_e6c6a815.jpg,None,Positif,None,None,None,None,Positif
2347,5/20/2023,1,R2347_G1_d7018a10.jpg,None,None,None,None,Positif,None,None
2347,5/20/2023,2,R2347_G2_f971ec95.jpg,None,Positif,None,None,Positif,Positif,None
2348,4/29/2023,1,R2348_G1_2d6a0680.jpg,None,Positif,None,None,Positif,Positif,None
2348,4/29/2023,2,R2348_G2_b4b9c576.jpg,None,Positif,None,None,Positif,Positif,None
2349,4/29/2023,1,R2349_G1_9dabb092.jpg,None,Positif,None,None,Positif,Positif,None
2350,4/8/2023,1,R2350_G1_be267066.jpg,None,Positif,None,None,Positif,Positif,None
2351,3/4/2023,1,R2351_G1_aeca609c.jpg,None,Netral,None,None,Positif,Positif,None
2352,1/21/2023,1,R2352_G1_e006ab91.jpg,None,None,None,None,Positif,None,None
2353,1/14/2023,1,R2353_G1_c5bc8325.jpg,None,None,None,None,Positif,None,None
2354,1/14/2023,1,R2354_G1_aa937d28.jpg,Netral,Netral,None,None,None,None,None
2355,12/31/2022,1,R2355_G1_de04ccca.jpg,Netral,Positif,None,None,None,None,None
2355,12/31/2022,2,R2355_G2_124964e6.jpg,Netral,Netral,None,None,Positif,Positif,None
2356,12/24/2022,1,R2356_G1_ac5e575c.jpg,Netral,Positif,None,None,None,None,None
2356,12/24/2022,2,R2356_G2_472e4c90.jpg,None,Positif,None,None,Positif,None,None
2357,12/24/2022,1,R2357_G1_99e87051.jpg,None,Positif,None,None,Positif,Positif,None
2357,12/24/2022,2,R2357_G2_3c517681.jpg,None,None,None,None,Positif,None,None
2357,12/24/2022,3,R2357_G3_93a95549.jpg,None,Netral,None,None,None,None,Positif
2358,10/29/2022,1,R2358_G1_67a20104.jpg,None,Positif,None,None,Positif,None,Positif
2359,10/8/2022,1,R2359_G1_c7fca135.jpg,Positif,Positif,None,None,None,None,None
2360,10/1/2022,1,R2360_G1_3d84c1a3.jpg,None,Positif,None,None,Positif,Positif,None
2361,10/1/2022,1,R2361_G1_e3b83011.jpg,None,Positif,None,None,Positif,None,Positif
2361,10/1/2022,2,R2361_G2_517c352c.jpg,None,Netral,None,None,Positif,None,None
2361,10/1/2022,3,R2361_G3_852af45d.jpg,None,Positif,None,None,Positif,Positif,None
2361,10/1/2022,4,R2361_G4_52c76212.jpg,None,None,None,None,Positif,None,None
2361,10/1/2022,5,R2361_G5_dc08f3d9.jpg,Netral,Netral,None,None,None,None,None
2361,10/1/2022,6,R2361_G6_4d981c9d.jpg,None,Netral,None,None,None,Positif,None
2361,10/1/2022,7,R2361_G7_e4f90c3f.jpg,Netral,Positif,None,None,None,None,None
2362,9/17/2022,1,R2362_G1_5acc06fe.jpg,None,None,None,None,None,None,None
2362,9/17/2022,2,R2362_G2_8912e083.jpg,None,Positif,None,None,None,Positif,None
2363,8/13/2022,1,R2363_G1_9f74c890.jpg,None,Positif,None,None,Positif,Positif,None
2364,8/6/2022,1,R2364_G1_7e597d1c.jpg,None,Positif,Positif,None,None,Positif,None
2365,7/30/2022,1,R2365_G1_c59337fb.jpg,None,Positif,None,None,Positif,None,None
2365,7/30/2022,2,R2365_G2_c3581ae7.jpg,None,None,None,None,Positif,None,None
2366,7/16/2022,1,R2366_G1_340a3c29.jpg,Positif,Positif,None,None,None,None,None
2366,7/16/2022,2,R2366_G2_c0deea1b.jpg,None,Positif,None,None,Positif,Positif,None
2366,7/16/2022,3,R2366_G3_d840418f.jpg,None,Netral,None,None,None,None,None
2366,7/16/2022,4,R2366_G4_8d702388.jpg,Netral,Netral,None,None,Positif,None,None
2367,7/9/2022,1,R2367_G1_98b4c14b.jpg,None,Positif,None,None,None,Positif,None
2368,5/7/2022,1,R2368_G1_19a92b5f.jpg,None,Positif,None,None,None,Positif,None
2369,5/7/2022,1,R2369_G1_651699c8.jpg,Netral,Positif,None,None,Positif,Positif,None
2370,3/26/2022,1,R2370_G1_f13df740.jpg,None,Netral,None,None,None,None,Positif
2371,3/5/2022,1,R2371_G1_2d3801a3.jpg,None,Netral,None,None,Positif,None,None
2371,3/5/2022,2,R2371_G2_a8d407c8.jpg,Netral,Netral,None,None,None,None,None
2371,3/5/2022,3,R2371_G3_63ddb4d9.jpg,Netral,Positif,None,None,None,None,None
2371,3/5/2022,4,R2371_G4_967b3e65.jpg,Negatif,Negatif,None,None,None,None,None
2372,2/26/2022,1,R2372_G1_fe9c8319.jpg,Netral,Netral,None,None,None,None,None
2373,2/12/2022,1,R2373_G1_bada37b1.jpg,None,Positif,None,None,Positif,Positif,None
2373,2/12/2022,2,R2373_G2_e2f324ad.jpg,None,Positif,None,None,None,None,Positif
2373,2/12/2022,3,R2373_G3_e6b3a6f8.jpg,None,Positif,None,None,None,None,Positif
2373,2/12/2022,4,R2373_G4_7ed97333.jpg,None,Positif,None,None,None,Positif,Netral
2374,1/22/2022,1,R2374_G1_b67cc5b3.jpg,Positif,Positif,None,None,None,None,None
2375,1/15/2022,1,R2375_G1_7a0733d0.jpg,None,Positif,None,None,Positif,Positif,None
2375,1/15/2022,2,R2375_G2_243d31c1.jpg,None,Positif,None,None,Positif,Positif,None
2375,1/15/2022,3,R2375_G3_dff94372.jpg,None,Positif,None,None,Positif,Positif,None
2376,1/15/2022,1,R2376_G1_3c9c7573.jpg,None,Netral,None,None,Positif,Positif,None
2377,1/15/2022,1,R2377_G1_b9797bc8.jpg,None,Positif,None,Positif,None,Positif,Positif
2377,1/15/2022,2,R2377_G2_e7f75c9a.jpg,Netral,Positif,None,None,Positif,None,None
2377,1/15/2022,3,R2377_G3_0f44256a.jpg,None,None,None,None,Positif,None,None
2377,1/15/2022,4,R2377_G4_22a9153c.jpg,None,None,None,None,Positif,None,None
2378,1/8/2022,1,R2378_G1_c3aa05f1.jpg,Positif,Positif,None,None,None,None,None
2379,1/8/2022,1,R2379_G1_331eab36.jpg,Netral,Netral,None,None,None,None,None
2379,1/8/2022,2,R2379_G2_1c53ae55.jpg,Netral,Positif,None,None,None,None,None
2379,1/8/2022,3,R2379_G3_4501be12.jpg,Negatif,Netral,None,None,None,None,None
2380,1/1/2022,1,R2380_G1_1238d30a.jpg,None,Positif,None,None,Positif,Positif,None
2381,12/4/2021,1,R2381_G1_3a73624a.jpg,Netral,Netral,None,None,None,None,None
2382,11/27/2021,1,R2382_G1_6426e49f.jpg,Netral,Netral,None,None,Positif,None,None
2382,11/27/2021,2,R2382_G2_a310ca42.jpg,None,None,None,None,Positif,None,None
2382,11/27/2021,3,R2382_G3_5bc42d3b.jpg,None,Positif,None,None,None,Positif,None
2382,11/27/2021,4,R2382_G4_34b0335a.jpg,None,Netral,None,None,Positif,None,None
2382,11/27/2021,5,R2382_G5_adda7ec5.jpg,Netral,Netral,None,None,None,None,None
2383,10/9/2021,1,R2383_G1_eb05b070.jpg,None,Positif,Positif,None,None,None,None
2383,10/9/2021,2,R2383_G2_3ada9252.jpg,None,Positif,Positif,None,None,None,None
2383,10/9/2021,3,R2383_G3_9499d434.jpg,None,Netral,None,None,Netral,None,None
2383,10/9/2021,4,R2383_G4_b7f7b7b7.jpg,None,Positif,None,None,Positif,Positif,None
2384,10/2/2021,1,R2384_G1_e87b9e83.jpg,None,Positif,None,None,Positif,Positif,None
2385,9/18/2021,1,R2385_G1_fd0a3480.jpg,None,Netral,None,None,Positif,None,None
2385,9/18/2021,2,R2385_G2_d9b89029.jpg,None,Positif,None,None,Positif,Positif,None
2385,9/18/2021,3,R2385_G3_9cfce251.jpg,None,Netral,None,None,Positif,Positif,None
2386,9/18/2021,1,R2386_G1_8a7fd578.jpg,None,Netral,None,None,Positif,Positif,None
2387,9/4/2021,1,R2387_G1_4a9b83f7.jpg,None,None,None,None,Positif,None,None
2388,8/28/2021,1,R2388_G1_bb329cbd.jpg,Netral,Positif,None,None,Positif,Positif,None
2388,8/28/2021,2,R2388_G2_5687adc6.jpg,None,Positif,None,None,Positif,Positif,None
2388,8/28/2021,3,R2388_G3_2bf02a3b.jpg,Netral,Positif,None,None,Positif,Positif,None
2388,8/28/2021,4,R2388_G4_b24ada52.jpg,None,Positif,None,None,Positif,Positif,None
2389,8/21/2021,1,R2389_G1_00918dc1.jpg,Netral,Netral,None,None,Positif,Positif,None
2390,8/14/2021,1,R2390_G1_c6d9d6a3.jpg,None,Positif,None,None,None,Positif,None
2391,8/14/2021,1,R2391_G1_17418a1d.jpg,None,Positif,None,None,Positif,Positif,None
2392,8/14/2021,1,R2392_G1_6d714381.jpg,None,Positif,None,None,None,None,Positif
2393,7/3/2021,1,R2393_G1_3ca3ec03.jpg,Netral,Positif,None,None,Positif,None,None
2393,7/3/2021,2,R2393_G2_9641500f.jpg,None,Netral,None,None,Netral,None,None
2393,7/3/2021,3,R2393_G3_4909668d.jpg,None,Positif,None,None,Positif,Positif,None
2393,7/3/2021,4,R2393_G4_1d4bac51.jpg,None,Netral,None,None,None,None,Positif
2394,6/26/2021,1,R2394_G1_604470b3.jpg,None,Positif,None,None,Positif,Positif,None
2394,6/26/2021,2,R2394_G2_4a908cc2.jpg,None,Positif,None,None,Positif,Positif,None
2395,5/29/2021,1,R2395_G1_184f9219.jpg,None,Netral,None,None,None,Positif,None
2396,5/29/2021,1,R2396_G1_0f347406.jpg,None,Positif,None,None,None,Positif,None
2397,5/15/2021,1,R2397_G1_9ec346a9.jpg,None,Netral,None,None,None,Positif,None
2397,5/15/2021,2,R2397_G2_46d4ae7b.jpg,None,Positif,None,None,Positif,None,Positif
2398,5/15/2021,1,R2398_G1_b76458d6.jpg,None,Positif,None,None,Positif,Positif,None
2398,5/15/2021,2,R2398_G2_c4ff8ba7.jpg,None,Positif,None,None,Positif,Positif,None
2399,5/8/2021,1,R2399_G1_a3ae66ba.jpg,None,None,None,None,Positif,None,None
2399,5/8/2021,2,R2399_G2_12a7d584.jpg,None,Positif,None,None,Positif,Positif,None
2400,4/10/2021,1,R2400_G1_6dbbc029.jpg,None,Positif,None,None,None,Positif,None
2401,3/27/2021,1,R2401_G1_c1c59a9a.jpg,None,None,None,None,Positif,None,None
2402,3/13/2021,1,R2402_G1_ca7c9349.jpg,None,Netral,None,None,Positif,Positif,None
2403,2/27/2021,1,R2403_G1_040bde2d.jpg,Positif,Positif,None,None,None,None,None
2404,2/13/2021,1,R2404_G1_479e84f4.jpg,Positif,Positif,None,None,None,None,None
2405,12/19/2020,1,R2405_G1_e4ffcaf9.jpg,Negatif,Negatif,None,None,None,None,None
2406,11/21/2020,1,R2406_G1_e398c9d3.jpg,Positif,Positif,None,None,Positif,None,None
2407,11/21/2020,1,R2407_G1_7763cef5.jpg,None,Positif,None,None,Positif,Positif,None
2407,11/21/2020,2,R2407_G2_3fdd1097.jpg,None,Positif,None,None,None,None,Positif
2407,11/21/2020,3,R2407_G3_bf1cb924.jpg,None,Positif,None,None,None,Positif,None
2407,11/21/2020,4,R2407_G4_12744987.jpg,None,Positif,None,None,Positif,Positif,None
2407,11/21/2020,5,R2407_G5_3493adea.jpg,Positif,Positif,None,None,None,None,None
2408,10/31/2020,1,R2408_G1_8891115e.jpg,None,Netral,None,None,None,Positif,None
2408,10/31/2020,2,R2408_G2_43e809c3.jpg,None,Positif,None,None,Positif,Positif,None
2409,10/24/2020,1,R2409_G1_6d7582d0.jpg,None,Positif,None,None,Positif,Positif,None
2410,10/24/2020,1,R2410_G1_355987a3.jpg,None,Positif,None,None,None,Positif,None
2410,10/24/2020,2,R2410_G2_5ae5456c.jpg,None,Positif,None,None,Positif,None,None
2411,10/17/2020,1,R2411_G1_d3007bf3.jpg,None,Positif,None,None,None,Positif,None
2411,10/17/2020,2,R2411_G2_0417f777.jpg,Netral,Netral,None,None,Positif,None,None
2411,10/17/2020,3,R2411_G3_39563798.jpg,None,Positif,None,None,Positif,Positif,None
2411,10/17/2020,4,R2411_G4_86a3e5c2.jpg,None,Positif,None,None,Positif,Positif,None
2411,10/17/2020,5,R2411_G5_83e3e95c.jpg,Netral,Positif,None,None,Positif,None,None
2412,9/12/2020,1,R2412_G1_157c20ca.jpg,None,None,None,None,Positif,None,None
2412,9/12/2020,2,R2412_G2_2c04c0ab.jpg,None,None,None,None,Positif,None,None
2412,9/12/2020,3,R2412_G3_e59644c9.jpg,Netral,Netral,None,None,Positif,None,None
2412,9/12/2020,4,R2412_G4_06236cd4.jpg,None,Positif,None,None,Positif,Positif,None
2412,9/12/2020,5,R2412_G5_0451ff1f.jpg,None,Positif,None,None,None,None,None
2412,9/12/2020,6,R2412_G6_2624dd72.jpg,None,Positif,None,None,None,None,Positif
2412,9/12/2020,7,R2412_G7_bd06d125.jpg,None,None,None,None,Positif,None,None
2413,9/5/2020,1,R2413_G1_1b8042fa.jpg,Positif,Positif,None,None,None,None,None
2413,9/5/2020,2,R2413_G2_12e859b7.jpg,Netral,Positif,None,None,None,None,None
2413,9/5/2020,3,R2413_G3_8c952564.jpg,None,Netral,None,None,None,None,Positif
2414,9/5/2020,1,R2414_G1_bfa7cce9.jpg,Positif,Positif,None,None,None,None,None
2414,9/5/2020,2,R2414_G2_d8b89ca6.jpg,None,Netral,None,None,None,None,Positif
2415,9/5/2020,1,R2415_G1_7c269060.jpg,None,Positif,None,None,Positif,Positif,None
2416,8/22/2020,1,R2416_G1_8f533269.jpg,None,Positif,None,None,Positif,Positif,None
2416,8/22/2020,2,R2416_G2_60e3a373.jpg,Netral,Netral,None,None,None,None,Positif
2416,8/22/2020,3,R2416_G3_a9c70fbf.jpg,None,Positif,None,None,Positif,Positif,None
2417,8/22/2020,1,R2417_G1_7fe8d685.jpg,None,Positif,None,None,Positif,Positif,None
2418,8/15/2020,1,R2418_G1_e80de2e4.jpg,None,Positif,None,None,Positif,Positif,None
2419,8/15/2020,1,R2419_G1_b4a5f4cd.jpg,None,Positif,None,None,Positif,Positif,None
2420,8/1/2020,1,R2420_G1_30334921.jpg,None,None,None,None,Positif,None,None
2421,7/18/2020,1,R2421_G1_f2c6765f.jpg,None,Positif,None,None,None,None,Positif
2422,3/7/2020,1,R2422_G1_a3cf989e.jpg,None,Positif,None,None,Positif,Positif,None
2422,3/7/2020,2,R2422_G2_38a3bb04.jpg,None,Positif,Positif,None,None,Positif,None
2422,3/7/2020,3,R2422_G3_59e090fb.jpg,Netral,Positif,None,None,None,None,None
2422,3/7/2020,4,R2422_G4_509757b0.jpg,Positif,Positif,None,None,Positif,None,Positif
2423,2/29/2020,1,R2423_G1_7ee66b6a.jpg,Netral,Netral,None,None,None,None,None
2423,2/29/2020,2,R2423_G2_b181584e.jpg,None,Positif,None,None,None,Positif,None
2423,2/29/2020,3,R2423_G3_23a83262.jpg,None,Netral,None,None,Positif,None,None
2423,2/29/2020,4,R2423_G4_087f78ee.jpg,Netral,Netral,None,None,None,None,None
2423,2/29/2020,5,R2423_G5_e9ff2b58.jpg,None,Positif,None,None,None,Positif,None
2423,2/29/2020,6,R2423_G6_7f313759.jpg,Netral,Positif,None,None,None,None,None
2424,2/29/2020,1,R2424_G1_18c25b30.jpg,None,Positif,Positif,None,Positif,Positif,None
2424,2/29/2020,2,R2424_G2_edc35914.jpg,None,Positif,None,None,None,Positif,None
2424,2/29/2020,3,R2424_G3_bd452813.jpg,None,Positif,None,None,None,Positif,Positif
2424,2/29/2020,4,R2424_G4_7a95aced.jpg,None,Positif,None,None,None,Positif,Positif
2424,2/29/2020,5,R2424_G5_7f1f84eb.jpg,None,Positif,None,None,Positif,Positif,None
2424,2/29/2020,6,R2424_G6_0700216c.jpg,None,Positif,None,None,None,None,None
2424,2/29/2020,7,R2424_G7_4f133e10.jpg,None,Positif,None,None,Positif,Positif,None
2424,2/29/2020,8,R2424_G8_7dc604aa.jpg,Netral,Positif,None,None,Positif,Positif,None
2424,2/29/2020,9,R2424_G9_6529b80d.jpg,None,None,None,None,Positif,None,None
2425,2/15/2020,1,R2425_G1_09a59afb.jpg,Positif,Positif,None,None,None,None,None
2425,2/15/2020,2,R2425_G2_297e5879.jpg,Netral,Netral,None,None,None,None,None
2425,2/15/2020,3,R2425_G3_7b63692a.jpg,Positif,Positif,None,None,None,None,None
2425,2/15/2020,4,R2425_G4_82dadd9c.jpg,Positif,Positif,None,None,Positif,None,None
2425,2/15/2020,5,R2425_G5_9711fc0d.jpg,Netral,Positif,None,None,None,None,None
2425,2/15/2020,6,R2425_G6_571ad438.jpg,None,Netral,None,None,Positif,Positif,None
2425,2/15/2020,7,R2425_G7_b8fdad95.jpg,None,Netral,None,None,Positif,Positif,None
2425,2/15/2020,8,R2425_G8_bd8500b5.jpg,None,Positif,None,None,Positif,Positif,None
2426,2/15/2020,1,R2426_G1_16117bb5.jpg,None,Positif,None,None,None,None,Positif
2427,2/1/2020,1,R2427_G1_5e67a295.jpg,None,Positif,None,None,None,Positif,None
2427,2/1/2020,2,R2427_G2_763da8dc.jpg,None,Positif,None,None,None,Positif,None
2427,2/1/2020,3,R2427_G3_1eed6f08.jpg,None,Netral,None,None,Positif,Positif,None
2427,2/1/2020,4,R2427_G4_fca12bfc.jpg,None,Positif,None,None,None,Positif,None
2427,2/1/2020,5,R2427_G5_9bc0e2cf.jpg,None,Positif,None,None,Positif,Positif,None
2428,1/25/2020,1,R2428_G1_ce6220ae.jpg,None,Netral,None,None,None,None,None
2429,1/25/2020,1,R2429_G1_ee1f3a0e.jpg,Positif,Positif,None,None,Positif,None,None
2429,1/25/2020,2,R2429_G2_7ba4553b.jpg,None,None,None,None,Positif,None,None
2429,1/25/2020,3,R2429_G3_7504b631.jpg,None,Positif,None,None,Positif,Positif,None
2430,1/25/2020,1,R2430_G1_d6ead72a.jpg,None,Netral,None,None,Positif,None,None
2431,1/18/2020,1,R2431_G1_ade2f6d2.jpg,Netral,Netral,None,None,Positif,Positif,None
2431,1/18/2020,2,R2431_G2_4b9ff068.jpg,None,Positif,None,None,None,Positif,None
2431,1/18/2020,3,R2431_G3_58c8d9d9.jpg,None,Positif,None,None,Positif,Positif,None
2432,1/11/2020,1,R2432_G1_3603bdce.jpg,Positif,Positif,None,None,None,None,None
2433,1/4/2020,1,R2433_G1_eacff5e1.jpg,None,Positif,None,None,Positif,Positif,None
2434,1/4/2020,1,R2434_G1_34f216c6.jpg,None,Positif,None,None,Positif,Positif,None
2435,1/4/2020,1,R2435_G1_6d94abc7.jpg,None,Positif,None,None,None,None,Positif
2435,1/4/2020,2,R2435_G2_277bde60.jpg,None,Netral,None,None,Positif,None,None
2435,1/4/2020,3,R2435_G3_334217ed.jpg,None,None,None,None,Positif,None,None
2435,1/4/2020,4,R2435_G4_c9fae259.jpg,None,Netral,None,None,None,None,Positif
2436,1/4/2020,1,R2436_G1_0d9104c5.jpg,None,Netral,None,None,Positif,Positif,None
2436,1/4/2020,2,R2436_G2_f5c9c84f.jpg,Netral,Netral,None,None,None,None,None
2437,12/28/2019,1,R2437_G1_06251b6a.jpg,Netral,Positif,None,None,None,None,None
2437,12/28/2019,2,R2437_G2_451967be.jpg,Positif,Positif,None,None,Positif,None,None
2438,12/28/2019,1,R2438_G1_52872830.jpg,None,Netral,None,None,Positif,Positif,None
2438,12/28/2019,2,R2438_G2_d18404a1.jpg,None,Positif,None,None,None,Positif,None
2439,12/28/2019,1,R2439_G1_db423559.jpg,None,Positif,None,None,Positif,Positif,None
2439,12/28/2019,2,R2439_G2_a83e2b6c.jpg,Netral,Positif,None,None,Positif,None,None
2440,12/28/2019,1,R2440_G1_63ac3ec2.jpg,Netral,Positif,None,None,Positif,None,None
2441,12/28/2019,1,R2441_G1_4536b5cc.jpg,None,Positif,None,None,Positif,Positif,None
2441,12/28/2019,2,R2441_G2_6102e03e.jpg,None,Netral,None,None,Positif,None,None
2441,12/28/2019,3,R2441_G3_634d1ad1.jpg,None,Netral,None,None,Positif,Positif,None
2441,12/28/2019,4,R2441_G4_5705d200.jpg,None,Positif,None,None,Positif,Positif,None
2442,12/14/2019,1,R2442_G1_577e41de.jpg,None,Positif,None,None,Positif,Positif,None
2442,12/14/2019,2,R2442_G2_fe022b57.jpg,Positif,Positif,None,None,None,None,None
2442,12/14/2019,3,R2442_G3_bbb145f1.jpg,Positif,Positif,None,None,Positif,None,None
2442,12/14/2019,4,R2442_G4_3fffc71c.jpg,None,Positif,None,None,Positif,Positif,None
2442,12/14/2019,5,R2442_G5_872252a7.jpg,None,Positif,None,None,Positif,Positif,None
2443,12/14/2019,1,R2443_G1_427cdbd3.jpg,None,Positif,None,None,None,Positif,None
2443,12/14/2019,2,R2443_G2_7961a6df.jpg,Positif,Positif,None,None,None,None,None
2443,12/14/2019,3,R2443_G3_7bc83781.jpg,Netral,Netral,None,None,Positif,None,None
2443,12/14/2019,4,R2443_G4_a0a5fd93.jpg,None,Positif,None,None,Positif,Positif,None
2444,12/14/2019,1,R2444_G1_3c691554.jpg,None,Positif,None,None,Positif,Positif,None
2445,12/7/2019,1,R2445_G1_939832f7.jpg,None,Positif,None,None,Positif,Positif,None
2446,12/7/2019,1,R2446_G1_91b264f2.jpg,None,Positif,None,None,None,None,Positif
2446,12/7/2019,2,R2446_G2_ffda6040.jpg,None,Positif,Positif,None,Positif,Positif,Netral
2446,12/7/2019,3,R2446_G3_c21a84e3.jpg,None,Positif,None,None,Positif,Positif,Netral
2447,12/7/2019,1,R2447_G1_d3bb5e2a.jpg,None,Positif,None,None,None,Positif,None
2447,12/7/2019,2,R2447_G2_275e5eba.jpg,Netral,Positif,None,None,Positif,None,None
2447,12/7/2019,3,R2447_G3_dac5441f.jpg,None,Positif,None,None,Positif,Positif,None
2447,12/7/2019,4,R2447_G4_fe62e2ae.jpg,None,Positif,None,None,None,Positif,None
2448,11/30/2019,1,R2448_G1_9607f353.jpg,Positif,Positif,None,None,None,None,None
2448,11/30/2019,2,R2448_G2_1c8272cc.jpg,Positif,Positif,None,None,None,None,Positif
2448,11/30/2019,3,R2448_G3_275c3d56.jpg,Positif,Positif,None,None,None,None,None
2448,11/30/2019,4,R2448_G4_f235f452.jpg,Positif,Positif,None,None,None,None,None
2448,11/30/2019,5,R2448_G5_5c8f3e76.jpg,None,Netral,None,None,None,Positif,None
2448,11/30/2019,6,R2448_G6_3ebd974f.jpg,None,Positif,None,None,None,None,None
2449,11/30/2019,1,R2449_G1_23acd0ea.jpg,None,Positif,Positif,None,None,Positif,None
2449,11/30/2019,2,R2449_G2_f1fa3c30.jpg,None,Netral,None,None,None,Positif,None
2449,11/30/2019,3,R2449_G3_42fb6868.jpg,None,Netral,None,None,Positif,Positif,None
2449,11/30/2019,4,R2449_G4_916ebe65.jpg,None,Netral,None,None,Netral,Positif,None
2450,11/23/2019,1,R2450_G1_057f2c67.jpg,None,Netral,None,None,Positif,Positif,None
2451,11/2/2019,1,R2451_G1_8b23d1bd.jpg,None,Netral,None,None,None,None,Positif
2451,11/2/2019,2,R2451_G2_9f5559fc.jpg,None,Netral,None,None,None,Netral,None
2452,10/26/2019,1,R2452_G1_96e99e5d.jpg,None,Positif,None,None,None,Positif,None
2452,10/26/2019,2,R2452_G2_1305ef35.jpg,None,Positif,None,None,Positif,Positif,None
2452,10/26/2019,3,R2452_G3_d99b699b.jpg,None,Positif,Positif,None,Positif,Positif,None
2452,10/26/2019,4,R2452_G4_97d925d3.jpg,None,Positif,Positif,None,Positif,Positif,None
2453,10/19/2019,1,R2453_G1_ab185499.jpg,None,Positif,None,None,None,Positif,None
2453,10/19/2019,2,R2453_G2_1c26909a.jpg,Netral,Positif,None,None,Positif,Positif,None
2453,10/19/2019,3,R2453_G3_e6f01c6b.jpg,None,Positif,Positif,None,Positif,None,Positif
2454,10/19/2019,1,R2454_G1_b303e27a.jpg,None,None,None,None,Positif,None,None
2455,10/19/2019,1,R2455_G1_baafa4d7.jpg,Positif,Positif,None,None,None,None,None
2455,10/19/2019,2,R2455_G2_40f8c3ec.jpg,None,Positif,None,None,Positif,Positif,None
2455,10/19/2019,3,R2455_G3_319e837f.jpg,None,Netral,None,None,None,Positif,None
2456,10/12/2019,1,R2456_G1_a47c9e5c.jpg,Positif,Positif,None,None,None,None,None
2456,10/12/2019,2,R2456_G2_d614c3fd.jpg,None,Netral,None,None,None,None,None
2456,10/12/2019,3,R2456_G3_38d7de30.jpg,None,None,None,None,Positif,None,None
2456,10/12/2019,4,R2456_G4_49a55377.jpg,None,None,None,None,Positif,None,None
2456,10/12/2019,5,R2456_G5_0f1b5a74.jpg,Netral,Netral,None,None,None,None,None
2456,10/12/2019,6,R2456_G6_3e3d0656.jpg,None,Netral,None,None,Positif,Positif,None
2457,10/12/2019,1,R2457_G1_ca1e5f2a.jpg,None,Positif,None,None,None,Positif,None
2457,10/12/2019,2,R2457_G2_12a422a0.jpg,None,Positif,None,None,None,Positif,None
2457,10/12/2019,3,R2457_G3_a562e270.jpg,None,Netral,None,None,Positif,None,None
2457,10/12/2019,4,R2457_G4_05230072.jpg,None,Positif,None,None,Positif,Positif,None
2457,10/12/2019,5,R2457_G5_e24a7ea9.jpg,None,Positif,None,None,Positif,Positif,None
2457,10/12/2019,6,R2457_G6_5b097d49.jpg,None,Positif,None,None,None,None,None
2458,9/28/2019,1,R2458_G1_8d8c2424.jpg,None,Positif,None,None,Positif,Positif,None
2458,9/28/2019,2,R2458_G2_3774302d.jpg,None,Positif,None,None,Positif,Positif,None
2459,9/28/2019,1,R2459_G1_27fc2f9b.jpg,None,Positif,None,None,Positif,Positif,None
2460,9/21/2019,1,R2460_G1_f96a7c43.jpg,None,Positif,Positif,None,None,Positif,None
2461,9/21/2019,1,R2461_G1_ef1d7a82.jpg,None,Netral,None,None,Positif,Positif,None
2462,9/21/2019,1,R2462_G1_cf29a9e3.jpg,None,Netral,None,None,None,Positif,None
2463,9/21/2019,1,R2463_G1_9d5db7a0.jpg,None,Positif,None,None,None,Positif,None
