page,tanggal,teks_ulasan,sumber,gambar-1,gambar-2,gambar-3,gambar-4,gambar-5,gambar-6,gambar-7,gambar-8,gambar-9,gambar-10
8,30-Apr-23,"Excellent service,menu sarapan lengkap, lampu kamar perlu dilengkapi dengan lampu utama. Over all good",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/04/30/4b82e884-4778-4583-ae2b-f8657d854f52-1682844172527-bac97f6036236d39c1f259611384c5af.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/04/30/c0920c1e-358d-4d30-a40f-b8890c4553a6-1682844176445-477cd0cc9bc6858bd2020906f01dbe7c.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/04/30/747b4b32-18c2-4aed-b433-f5fec9c873b6-1682844176863-d29947700313692cb22ca207c9d6bddb.jpg,,,,,,,
8,22-Apr-23,Suka segalanya.,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/04/22/b3850eef-2c1b-47bc-9fb4-276b2a4f3ec4-1682144637758-9783ca393811513c801d99427c5d09f5.jpg,,,,,,,,,
9,12 Februari 2023,Sarapannya enak dan nyamann pelayanan nya baguss ramah🫶🏻,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/02/12/cd7ad5e0-75e5-4e33-a8b6-5a21d45987aa-1676167931309-0a77ec04aef483676c322449c1c73656.jpg,,,,,,,,,
9,31 Januari 2023,,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2023/01/31/ad26aa13-1c89-4ef4-87e4-a2bf63b29333-1675121935936-610e11e9dc994837d1bb44b4070e68e5.jpg,,,,,,,,,
9,22 Januari 2023,Sarapannya enak dan banyak pilihannya. Meskipun saya tidak mencicipi semuanya... Kamar superiornya tidak terlalu besar tetapi cukup luas untuk sholat.,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/01/22/09633758-b3c1-47df-9d05-004b08f49c53-1674388219426-598983fc3e13943ee2671f836d3228d8.jpg,,,,,,,,,
9,13 Januari 2023,,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/01/13/343c3708-da7f-4845-8d18-2f81c02a7b41-1673577436969-459e68bb0b7bfe009a2ebda1ad0204d3.jpg,,,,,,,,,
9,26 Desember 2022,MasyaAllah TabarakAllah pelayanannya 100/100 ramah dan baik !!! Kamarnya cepet banget full jadinya pas order kebagian yang twin bed tapi Its okay . Dipinjemin baby cot dan dikasih kue 1 loyang full buat anniv kita hheehe (kan biasanya cuman 1 slice) . Terima kasih banyak Hotel Santika DepokLihat lebih sedikit,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/26/e0fdd8ec-23eb-41b1-a164-3ec75f1a6438-1672014145447-535d23d6214c8122e2f6c4877b204a12.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/26/d1ff1084-fc13-4b4b-a128-9450328b016d-1672014031168-a528e5bf40e84a6328e4eb1212efbf70.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/26/d90cf3c9-03cf-4080-a2c1-6564db725fd3-1672014101542-f2188441237f1a928f642e5060a1cf05.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/26/3e6b62fc-8f1c-4ede-b3f9-4888c200bc88-1672014041817-b90c6089e562cab9d0429576ec8a5117.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/26/5832cf5b-820d-4841-a2b4-9e8abb52c91b-1672014034847-074ddf5c7f9e7f12e36e6347ddbf3062.jpeg,,,,,
10,28-Nov-22,"Hotel favorite kalo nginep di depok karna udah ga tinggal di depok tapi KTP masih di depok hihihi jadi kalo nginep pasti disini deh:) Overall semuanya oke baik dalam pelayanan staf yang ramah juga breakfast yang sekarang mulai banyak variasinya cuma sedikit koreksi untuk mie gorengnya menurut saya masih terlalu keras mungkin proses memasaknya bisa lebih lama lagi untuk hasil yang enak tapi untuk rasanya jauh lebih enak dari terakhir kali saya nginep.. Untuk kolam renangnya saya kasih masukan agar bisa dibuat aman untuk anak2 dibawah 5 tahun karna terlalu dalam untuk ukuran anak seperti itu jadi kalau bisa di buatkan kolam renang khusus anak, sehingga untuk tamu yang membawa anak2 usia dibawah 5 tahun bisa tetap berenang, kemarin saya bawa keponakan usia 4tahun ga bisa berenang karna terlalu dalam kolamnya jadi cuma duduk2 aja di pinggir kolamnya semoga kedepannya bisa di realisasikan untuk kolam anaknya yaa terima kasih :)Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/11/28/a15782f2-5f76-473b-9a9b-8e2d0b2edfb6-1669637716949-764b93e1a595822dd3cbc2a8a244bb87.jpg,,,,,,,,,
10,21-Nov-22,Santai di depan Margo City,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/11/21/52709396-1156-450c-9292-751d7e515713-1669038262544-4a3fa2fb1954cf7200bd66fb255680f5.jpg,,,,,,,,,
10,6-Nov-22,Okelah recommended,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/11/06/55daddde-81e9-4f85-a6e4-16ce66ff2705-1667734753530-379baf5e474fe2e25b265928dc4457ed.jpg,,,,,,,,,
10,13 Oktober 2022,,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/10/13/a51a62a6-f4bc-4586-9404-d09d614b5537-1665661003240-8cdba5bb3a720be3446c580e635bf484.jpg,,,,,,,,,
10,13 Oktober 2022,Semoga beruntung,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/10/13/a44c51a5-0455-47af-8b54-1d7dd5d8b81e-1665657893189-d32798208230d9a3654b4a11c569e8da.jpg,,,,,,,,,
11,8 Juli 2022,"Mantep , pelayanannya bagus",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/07/08/3b93b006-4c83-4cdf-b7fd-a9bcef04254b-1657231382533-5ef7a61826eba6040271bf91a0a1d247.jpg,,,,,,,,,
11,5 Mei 2022,pelayananya bagus. petugasnya ramah. asemua pegawainya jujur. ketingalan hp di kamar.. pas sampe rumah bru inget .langsung tlp CS alhamdulilah di amanin si recepsionis. terima kasih semuaa 🙏🙏,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/05/05/10c91dbc-20f3-4585-ba68-768488864de8-1651747507947-0a5ad16db89aa2330ce7969cd7209e42.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/05/05/a290314a-7447-4998-8cf9-33a58e965e31-1651747508229-8dce459178d0b74a6e893ae92fd877f8.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/05/05/984df00e-c37c-49a5-8393-fb579f2ba714-1651747508529-e0bb075570be7cc39f68924f4149df19.jpg,,,,,,,
11,5 Mei 2022,"Pertama kali staycation ala-ala gini, iseng nyoba disini & turns out good. Sukaaa banget & juga akses ke mallnya bener2 deket banget. Paling sarannya menu breakfastnya bisa lebih variatif lagi, but overall good 👍🏻👍🏻Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/05/05/53b22a64-60df-4714-85a9-a2eb2e3ef30f-1651745963518-85a6840e4cd3f02b67c8fbd3d73ba1fa.jpg,,,,,,,,,
11,17-Apr-22,saya memesan 2 room superior king . . utk check in aman namun room yg ke 2 pintu Ng bisa dibuka namun dtangani teknisi scra cepat . utk kamar saya suka hanya Santika yg memberikan banyak bantal . lokasi dket mall namun sayang bbrp x saya check in baru liat swimming pool nya . sayang Ng ad kolam buat anknyaLihat lebih sedikit,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/04/17/446ce733-34a0-4465-84a5-36d90bba1dc2-1650196744078-f138fd18d9fa8ece7601757dd0b47273.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/04/17/36a6559c-5c96-40cd-ae05-4d27e42b5c60-1650196745088-c757f0c495cd4ce0d8fb7fc04e7248cc.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/04/17/eb248266-b4ac-4fab-88c9-f6a11b397e72-1650196745311-6e318d3a71b441ed63c9040d0c71d0fc.jpg,,,,,,,
11,3-Apr-22,"hotelnya bersih,pegawainya ramah"",makanannya enak,air kolam renangnya enak tidak banyak kaporitnya.recommen hotel bagus.",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/04/03/4a7b6156-cba3-4a1a-a3ac-0582f04cab20-1648960574473-5ead73d034ca9bac5acff3364f96898a.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/04/03/82c03dd7-5b74-4d51-b48f-f7dd6a4e176e-1648960574640-9808b81c96937772e7a8ff4f74da19eb.jpg,,,,,,,,
12,30 Maret 2022,,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/03/30/6bf6857d-544b-4f8e-9e84-afc64a518257-1648603838219-beb315d4848f8d8015c3ed51b631a948.jpg,,,,,,,,,
12,18 Maret 2022,Makanannya Uenak,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/03/18/bec9c4ec-e9cf-47eb-a83f-5b60926b104f-1647580113985-15ea2e917aef14abcbc0c94132e861aa.jpg,,,,,,,,,
12,1 Maret 2022,sebenarnya ok cuma gak ada hairdryer nya z syg sekali jdi seperti kurang lengkap dgn harga segitu. overall ok,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/03/01/049d7553-e1d1-49e4-9ef3-fa5c1b7d4c51-1646123354503-9577b87216e82dd56f6fb49c37ea293d.jpg,,,,,,,,,
12,12 Februari 2022,"walaupun tidak besar, tp bersih dan service bagus, makanannya enak2",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/02/12/9809bdcd-8897-401b-b55b-5dcde5b32afa-1644663852753-1c4d75bc1cd006863a833c056b990f18.jpg,,,,,,,,,
12,15 Januari 2022,view nya bagus ..staff nya ramah .. breakfast nya luar biasaaaa..,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/01/15/c1d82ff2-045b-4694-9f5e-559240d874b1-1642257081404-21552c916daf97cd50e279da2cd89d1e.jpg,,,,,,,,,
13,2 Januari 2022,Bagus dan enak breakfastnya,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/01/02/0a84c140-8b6d-4350-9a55-2401ea355620-1641127421730-ddb37e200ac829916307b64bfdd79e43.jpg,,,,,,,,,
14,12/29/2021,kecewa nya adalah saya pesan kamar dengan kriteria kamar pemandangan kolam renang sampe hotel ternyata kamar yg dipesan ga ada dan kecewanya lagi dari pihak hotel (receptionist) tidak lantas empati ke...Selengkapnya,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2021/12/29/6a40c1ee-8ae1-42bc-8e59-abde9f97281e-1640794071399-fdb24253d8f35ea8a866675f964768b2.jpg,,,,,,,,,,
14,11/14/2021,"Kami menginap di saat perayaan hari anniversaryku bersama suami. Kali ini mengajak anak2 ikut karena mereka rindu untuk berenang. Sejak pandemi aku ga berani mengajak anak2 berenang di tempat umum, da...Selengkapnya",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2021/11/14/6decdd4e-d877-454f-b580-b64497fdf159-1636903848729-0eb8f4659a1145f965fa68eadd3f49bc.jpg,,,,,,,,,,
14,10/12/2021,Maap ya.. harus jujur untuk kebersihan saya nilai buruk krn saya menemukan kecowa d balik meja samping t4 tidur. Untuk view tdk di ragukan bagus dari lantai 26. Selebihnya sikahkn nilai sendiri.. tks,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2021/10/12/d78f3ff0-f9b8-4d39-a6fb-f87ebb138ce9-1634022690154-9f91bacaa8e0845800f98e4223a71ba6.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2021/10/12/1d31bafc-facc-4164-a97f-84ed76fe6b27-1634022690333-615e9a28d6471fd13e276b766aa03a85.jpg,,,,,,,,,
14,1/1/2021,Semoga next time nginep lagi disini makanannya bisa banyak pilihannya overall pelayanannya memuaskan,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2021/01/01/6ac5a386-a8b7-4bfb-87f7-b450b90db033-1609479256925-7aaa6338189b9cf704a78399c82ec260.jpg,,,,,,,,,,
14,12/12/2020,all good. pegawai ramah2. makanan enak tapi pilihan cemilan trbatas krn covid,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2020/12/12/8752f307-90a2-440b-a47a-2e1b0a90b350-1607779872101-6d1d47befe938228e76fba584242e492.jpg,,,,,,,,,,
14,11/29/2020,"Recommended untuk staycation. Akses belakang D'Mall, sangat cocok buat yang ingin belanja/refreshing. Tempat engga sulit ditemukan, karena plang diluar hotel ngarahin banget. Pelayanan resepsionis ram...Selengkapnya",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2020/11/29/7454f286-a825-4fab-8f73-54f701da0f43-1606616127985-651912f8316d9e3fb783739a464913d0.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2020/11/29/d27150a1-e41d-4b44-a812-3df4ef06ca6c-1606616128164-42eb351b9af2a46dbf780056b50195da.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2020/11/29/ec0aab09-5f5b-4f3a-9a12-4682975e2444-1606616128364-9f6a85f7263a471057a9fa4da7f22848.jpg,,,,,,,,
14,7/3/2020,"Bagus pelayanannya, alat makan serba satu kali pakai mengingat sedang pandemi tapi sarapannya jadi kurang menarik, karena dalam box dan di antar ke kamar. Padahal biasanya menu breakfast di santika tu...Selengkapnya",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfill00gsm/review-core/2020/12/16/5c265de2-3313-4e9b-8dcd-d6e555416053-1608118182297-8c43844d7fa6d9bf71291d0d6d590f04.jpg,,,,,,,,,,
